output_id,standard_code,sequence,activity_name,duration_text
MUBS/P2/OBJ1/IDDT/MIS/S001-O51,MUBS/P2/OBJ1/IDDT/MIS/S001,4,Issue and sign a Technical Acceptance Certificate,
MUBS/P2/OBJ1/IDDT/MIS/S001-O51,MUBS/P2/OBJ1/IDDT/MIS/S001,5,Retain records in Stores files,
MUBS/P2/OBJ1/IDDT/MIS/S001-O52,MUBS/P2/OBJ1/IDDT/MIS/S001,1,"Secure physical storage with controlled access, keys, and cards",
MUBS/P2/OBJ1/IDDT/MIS/S001-O52,MUBS/P2/OBJ1/IDDT/MIS/S001,2,Process asset requisitions using approved documentation,
MUBS/P2/OBJ1/IDDT/MIS/S001-O52,MUBS/P2/OBJ1/IDDT/MIS/S001,3,Log internal movements/transfers across units,
MUBS/P2/OBJ1/IDDT/MIS/S001-O52,MUBS/P2/OBJ1/IDDT/MIS/S001,4,Execute periodic physical stock takes,
MUBS/P2/OBJ1/IDDT/MIS/S001-O52,MUBS/P2/OBJ1/IDDT/MIS/S001,5,Escalate stock variances to the Bursar for investigation,
MUBS/P2/OBJ1/IDDT/MIS/S001-O53,MUBS/P2/OBJ1/IDDT/MIS/S001,1,Generate unique institutional identifiers per asset classification,Immediate
MUBS/P2/OBJ1/IDDT/MIS/S001-O53,MUBS/P2/OBJ1/IDDT/MIS/S001,2,Print/program durable physical tags,or alternative markers
MUBS/P2/OBJ1/IDDT/MIS/S001-O53,MUBS/P2/OBJ1/IDDT/MIS/S001,3,Prioritize portable and high-risk controlled assets,
MUBS/P2/OBJ1/IDDT/MIS/S001-O53,MUBS/P2/OBJ1/IDDT/MIS/S001,4,Physical attachment of tags to the item surface,
MUBS/P2/OBJ1/IDDT/MIS/S001-O53,MUBS/P2/OBJ1/IDDT/MIS/S001,5,Synchronize tag numbers with the central digital sub-registers,
MUBS/P2/OBJ1/IDDT/MIS/S001-O54,MUBS/P2/OBJ1/IDDT/MIS/S001,1,Conduct physical asset counts across units and campuses,
MUBS/P4/OBJ2/EISG/SR/S004-O55,MUBS/P4/OBJ2/EISG/SR/S004,1,Draft the public scholarship call/advert and submit it for management approval,3 days
MUBS/P4/OBJ2/EISG/SR/S004-O55,MUBS/P4/OBJ2/EISG/SR/S004,2,Receive and compile digital and physical applications,As stipulated in the advert window
MUBS/P4/OBJ2/EISG/SR/S004-O55,MUBS/P4/OBJ2/EISG/SR/S004,3,"Execute background verification of transcripts, certificates, and socioeconomic statuses",1-week post-deadline
MUBS/P4/OBJ2/EISG/SR/S004-O55,MUBS/P4/OBJ2/EISG/SR/S004,4,Filter and recommend eligible applicants to the Scholarship Admissions Sub-Committee or the Sports Committee for shortlisting,2 weeks
MUBS/P4/OBJ2/EISG/SR/S004-O55,MUBS/P4/OBJ2/EISG/SR/S004,5,Issue formal interview invitations to shortlisted candidates,1-day post-shortlist approval
MUBS/P4/OBJ2/EISG/SR/S004-O55,MUBS/P4/OBJ2/EISG/SR/S004,6,"Compile interview folders, rubrics, and room allocations for the panel panels",3 days
MUBS/P4/OBJ2/EISG/SR/S004-O55,MUBS/P4/OBJ2/EISG/SR/S004,7,"Conduct panel interviews and transcribe minutes for submission through the Academic Board, Top Management, and School Council routing chain",3 weeks
MUBS/P4/OBJ2/EISG/SR/S004-O55,MUBS/P4/OBJ2/EISG/SR/S004,8,Receive verified beneficiary lists from external sponsors,By Week 6 of the semester
MUBS/P4/OBJ2/EISG/SR/S004-O55,MUBS/P4/OBJ2/EISG/SR/S004,9,"Generate, communicate, and issue official award letters to beneficiaries",1-week post-approval
MUBS/P4/OBJ2/EISG/DOS/S001-O56,MUBS/P4/OBJ2/EISG/DOS/S001,1,Compile student financial files and supporting vouchers,3 weeks
MUBS/P4/OBJ2/EISG/DOS/S001-O56,MUBS/P4/OBJ2/EISG/DOS/S001,2,Verify documents against primary registrar registers,1 week
MUBS/P4/OBJ2/EISG/DOS/S001-O56,MUBS/P4/OBJ2/EISG/DOS/S001,3,Submit verified payroll schedules to Management for approval,1 week
MUBS/P4/OBJ2/EISG/DOS/S001-O56,MUBS/P4/OBJ2/EISG/DOS/S001,4,Upload and authorize the approved master list within the payment interface,1 week
MUBS/P4/OBJ2/EISG/DOS/S001-O56,MUBS/P4/OBJ2/EISG/DOS/S001,5,Disburse direct payments to verified student bank accounts,
MUBS/P4/OBJ2/EISG/DOS/S001-O56,MUBS/P4/OBJ2/EISG/DOS/S001,6,Broadcast transaction notifications to recipients via corporate email/portals,
MUBS/P4/OBJ2/EISG/DOS/S001-O56,MUBS/P4/OBJ2/EISG/DOS/S001,7,Compile and submit a comprehensive close-out report to Top Management,
MUBS/P4/OBJ2/EISG/DOS/S001-O57,MUBS/P4/OBJ2/EISG/DOS/S001,1,GRCs Institute the Students' Electoral Commission,21 days from the beginning of semester 2
MUBS/P4/OBJ2/EISG/DOS/S001-O57,MUBS/P4/OBJ2/EISG/DOS/S001,2,The electoral commission makes a budget and workplan for the guild elections,two weeks
MUBS/P4/OBJ2/EISG/DOS/S001-O57,MUBS/P4/OBJ2/EISG/DOS/S001,3,Interested registered students pay nomination fees,2 weeks
MUBS/P4/OBJ2/EISG/DOS/S001-O57,MUBS/P4/OBJ2/EISG/DOS/S001,4,Nominations held.,1 day
MUBS/P4/OBJ2/EISG/DOS/S001-O57,MUBS/P4/OBJ2/EISG/DOS/S001,5,Successfully nominated students’ campaign for guild president position in a 1 Month),
MUBS/P4/OBJ2/EISG/DOS/S001-O57,MUBS/P4/OBJ2/EISG/DOS/S001,6,Elections of the Guild president held,
MUBS/P4/OBJ2/EISG/DOS/S001-O57,MUBS/P4/OBJ2/EISG/DOS/S001,7,Waiting period for any petition in 3 days,
MUBS/P4/OBJ2/EISG/DOS/S001-O57,MUBS/P4/OBJ2/EISG/DOS/S001,8,Guild president elects his cabinet members,3weeks
MUBS/P4/OBJ2/EISG/DOS/S001-O57,MUBS/P4/OBJ2/EISG/DOS/S001,9,Guild and cabinet swearing in by the guild legal advisor,1 day
MUBS/P4/OBJ2/EISG/DOS/S001-O58,MUBS/P4/OBJ2/EISG/DOS/S001,1,Review performance of the previous sports program with stakeholders,1 month
MUBS/P4/OBJ2/EISG/DOS/S001-O58,MUBS/P4/OBJ2/EISG/DOS/S001,2,Recommend the sports almanac and programs through the Sports Committee,1 Month
MUBS/P4/OBJ2/EISG/DOS/S001-O58,MUBS/P4/OBJ2/EISG/DOS/S001,3,Scout and sensitize newly admitted students,One Semester
MUBS/P4/OBJ2/EISG/DOS/S001-O58,MUBS/P4/OBJ2/EISG/DOS/S001,4,Receive expressions of interest from students to join the sports program,One Semester
MUBS/P4/OBJ2/EISG/DOS/S001-O58,MUBS/P4/OBJ2/EISG/DOS/S001,5,Schedule training for sports coaches,1 Week
MUBS/P4/OBJ2/EISG/DOS/S001-O58,MUBS/P4/OBJ2/EISG/DOS/S001,6,Conduct trials and selections,1 Month
MUBS/P4/OBJ2/EISG/DOS/S001-O58,MUBS/P4/OBJ2/EISG/DOS/S001,7,Conduct scheduled team trainings,2 Months
MUBS/P4/OBJ2/EISG/DOS/S001-O58,MUBS/P4/OBJ2/EISG/DOS/S001,8,Receive expressions of interest to compete at national level,1 Month
MUBS/P4/OBJ2/EISG/DOS/S001-O58,MUBS/P4/OBJ2/EISG/DOS/S001,9,Register teams and athletes for competitions,1 week
MUBS/P4/OBJ2/EISG/DOS/S001-O58,MUBS/P4/OBJ2/EISG/DOS/S001,10,Participate in competitions,2 weeks
MUBS/P4/OBJ2/EISG/DOS/S001-O58,MUBS/P4/OBJ2/EISG/DOS/S001,11,Report sports performance to management,1 week
MUBS/P4/OBJ2/EISG/DOS/S001-O59,MUBS/P4/OBJ2/EISG/DOS/S001,1,Compile the required documents,3 weeks
MUBS/P4/OBJ2/EISG/DOS/S001-O59,MUBS/P4/OBJ2/EISG/DOS/S001,2,Verify the received documents,1 week
MUBS/P4/OBJ2/EISG/DOS/S001-O59,MUBS/P4/OBJ2/EISG/DOS/S001,3,Submit verified documents to management for approval,1 week
MUBS/P4/OBJ2/EISG/DOS/S001-O59,MUBS/P4/OBJ2/EISG/DOS/S001,4,Upload and approve the approved list for payment on the system,1 week
MUBS/P4/OBJ2/EISG/DOS/S001-O59,MUBS/P4/OBJ2/EISG/DOS/S001,5,Process payments to student beneficiary accounts,within 2 working days
MUBS/P4/OBJ2/EISG/DOS/S001-O59,MUBS/P4/OBJ2/EISG/DOS/S001,6,Communicate payment information to recipients via email or student platforms,1 day
MUBS/P4/OBJ2/EISG/DOS/S001-O59,MUBS/P4/OBJ2/EISG/DOS/S001,7,Prepare and submit a report to management,2 weeks
MUBS/P4/OBJ2/EISG/HS/S001-O60,MUBS/P4/OBJ2/EISG/HS/S001,1,Conduct triage and initial assessment in 10 minutes,
MUBS/P4/OBJ2/EISG/HS/S001-O60,MUBS/P4/OBJ2/EISG/HS/S001,2,Provide doctor’s consultation in 15 minutes,
MUBS/P4/OBJ2/EISG/HS/S001-O60,MUBS/P4/OBJ2/EISG/HS/S001,3,Carry out laboratory tests and/or scans in 20 minutes,
MUBS/P4/OBJ2/EISG/HS/S001-O60,MUBS/P4/OBJ2/EISG/HS/S001,4,Complete diagnosis and initiate treatment plan in10 minutes,
MUBS/P4/OBJ2/EISG/HS/S001-O60,MUBS/P4/OBJ2/EISG/HS/S001,5,Recommend counselling or make a referral as required,
MUBS/P4/OBJ2/EISG/HS/S001-O60,MUBS/P4/OBJ2/EISG/HS/S001,6,Provide nursing care and support as required,
MUBS/P4/OBJ2/EISG/HS/S001-O60,MUBS/P4/OBJ2/EISG/HS/S001,7,Formulate clinical referral notes for tertiary medical facilities when required,
MUBS/P4/OBJ2/EISG/HS/S001-O60,MUBS/P4/OBJ2/EISG/HS/S001,8,Dispense prescribed medication at the pharmacy 5 minutes,
MUBS/P4/OBJ2/EISG/HS/S001-O61,MUBS/P4/OBJ2/EISG/HS/S001,1,"Receive case intakes through self-referral, medical clinician routing, or administrative welfare directives",
MUBS/P4/OBJ2/EISG/HS/S001-O61,MUBS/P4/OBJ2/EISG/HS/S001,2,Conduct a preliminary intake screening to assess psychological risk and distress levels,
MUBS/P4/OBJ2/EISG/HS/S001-O61,MUBS/P4/OBJ2/EISG/HS/S001,3,Schedule a structured therapeutic cycle matching the client's profiling data,
MUBS/P4/OBJ2/EISG/HS/S001-O61,MUBS/P4/OBJ2/EISG/HS/S001,4,Execute the primary counselling session,Same-day launch for all acute or high-risk presentations
MUBS/P4/OBJ2/EISG/HS/S001-O61,MUBS/P4/OBJ2/EISG/HS/S001,5,Maintain collaborative multidisciplinary follow-ups between counselors and medical officers,
MUBS/P4/OBJ2/EISG/HS/S001-O61,MUBS/P4/OBJ2/EISG/HS/S001,6,Administer post-session electronic client feedback instruments,
MUBS/P4/OBJ2/EISG/HS/S001-O61,MUBS/P4/OBJ2/EISG/HS/S001,7,Submit secure performance metrics to Top Management,Immediate escalation for emergencies; consolidated monthly reports for routine checkups
MUBS/P4/OBJ2/EISG/HS/ S002-O62,MUBS/P4/OBJ2/EISG/HS/ S002,1,Staff Registration,As required
MUBS/P4/OBJ2/EISG/HS/ S002-O62,MUBS/P4/OBJ2/EISG/HS/ S002,2,Access medical services at the Health Services Centre or designated government referral centers,Case by case
MUBS/P4/OBJ2/EISG/HS/ S002-O62,MUBS/P4/OBJ2/EISG/HS/ S002,3,"Medical claims and invoice listings are audited, verified, and processed for payment routing",2 weeks
MUBS/P4/OBJ2/EISG/HS/ S002-O62,MUBS/P4/OBJ2/EISG/HS/ S002,4,Approval,1 week
MUBS/P4/OBJ2/EISG/HS/ S002-O62,MUBS/P4/OBJ2/EISG/HS/ S002,5,Payment Refund,Within 2 weeks after approval
MUBS/P4/OBJ2/EISG/HS/ S002-O63,MUBS/P4/OBJ2/EISG/HS/ S002,1,Injured employee or supervisor reports the workplace hazard incident to HR,immediately
MUBS/P4/OBJ2/EISG/HS/ S002-O63,MUBS/P4/OBJ2/EISG/HS/ S002,2,HR conducts a structural review and liaises directly with the insurance provider/labor officer,
MUBS/P4/OBJ2/EISG/HS/ S002-O63,MUBS/P4/OBJ2/EISG/HS/ S002,3,Coordinate formal clinical assessments to define permanent impairment percentages,
MUBS/P4/OBJ2/EISG/HS/ S002-O63,MUBS/P4/OBJ2/EISG/HS/ S002,4,Formulate compensation files and process payouts through internal finance boards. Time Target: Incident reported within 48 hours of occurrence; insurance claims filed within 14 days; compensation payouts dispatched within 30 days of fund release,
MUBS/P4/OBJ2/EISG/HS/ S002-O64,MUBS/P4/OBJ2/EISG/HS/ S002,1,Self-referral or departmental referral,
MUBS/P4/OBJ2/EISG/HS/ S002-O64,MUBS/P4/OBJ2/EISG/HS/ S002,2,Intake at counselling unit,
MUBS/P4/OBJ2/EISG/HS/ S002-O64,MUBS/P4/OBJ2/EISG/HS/ S002,3,confidential sessions conducted Time Target: Routine therapy bookings assigned within 48 hours; urgent emotional crisis interventions launched within 2 hours,
MUBS/P4/OBJ2/EISG/HS/ S002-O65,MUBS/P4/OBJ2/EISG/HS/ S002,1,Family notifies HR,
MUBS/P4/OBJ2/EISG/HS/ S002-O65,MUBS/P4/OBJ2/EISG/HS/ S002,2,Submits required documents,"death certificate, beneficiary IDs, etc."
MUBS/P4/OBJ2/EISG/HS/ S002-O65,MUBS/P4/OBJ2/EISG/HS/ S002,3,HR verifies,
MUBS/P4/OBJ2/EISG/HS/ S002-O65,MUBS/P4/OBJ2/EISG/HS/ S002,4,HR processes death benefits as a ''one -off '' payment as per policy,
MUBS/P4/OBJ2/EISG/HS/ S002-O66,MUBS/P4/OBJ2/EISG/HS/ S002,1,Staff notifies HR of wedding,2 weeks
MUBS/P4/OBJ2/EISG/HS/ S002-O66,MUBS/P4/OBJ2/EISG/HS/ S002,2,HR verifies eligibility,1 week
MUBS/P4/OBJ2/EISG/HS/ S002-O66,MUBS/P4/OBJ2/EISG/HS/ S002,3,HR processes wedding gift/transport facilitation as per welfare budget allocation (Within 2 week). Time Target: Application checked and payment cleared inside a 14-day window prior to the scheduled event date,
MUBS/P4/OBJ2/EISG/HS/ S002-O67,MUBS/P4/OBJ2/EISG/HS/ S002,1,Receive application with relevant attachments,1 week after semester has started
MUBS/P4/OBJ2/EISG/HS/ S002-O67,MUBS/P4/OBJ2/EISG/HS/ S002,2,"Verification, generate list of applicants",1 week
MUBS/P4/OBJ2/EISG/HS/ S002-O67,MUBS/P4/OBJ2/EISG/HS/ S002,3,Present to Management for approval,1 day
MUBS/P4/OBJ2/EISG/HS/ S002-O67,MUBS/P4/OBJ2/EISG/HS/ S002,4,Feedback to successful applicants,2 weeks
MUBS/P4/OBJ2/EISG/HS/ S002-O68,MUBS/P4/OBJ2/EISG/HS/ S002,1,HR calculates employee/employer contributions,Immediate
MUBS/P4/OBJ2/EISG/HS/ S002-O68,MUBS/P4/OBJ2/EISG/HS/ S002,2,Bursar remits to MURBS (Defined Contribution Scheme) & NSSF,Monthly
MUBS/P4/OBJ2/EISG/HS/ S002-O68,MUBS/P4/OBJ2/EISG/HS/ S002,3,Staff receive annual statements,Instant
MUBS/P4/OBJ2/EISG/HS/ S002-O68,MUBS/P4/OBJ2/EISG/HS/ S002,4,Benefits processed at retirement per scheme rules,As per payment guidelines
MUBS/P4/OBJ2/EISG/SO/S001-O69,MUBS/P4/OBJ2/EISG/SO/S001,1,mapping of deployable areas to ascertain the actual of security guards.,immediate
MUBS/P4/OBJ2/EISG/SO/S001-O69,MUBS/P4/OBJ2/EISG/SO/S001,2,mobilize the required number of security guards,immediate
MUBS/P4/OBJ2/EISG/SO/S001-O69,MUBS/P4/OBJ2/EISG/SO/S001,3,Give guidelines for the activity,after mobilization
MUBS/P4/OBJ2/EISG/SO/S001-O69,MUBS/P4/OBJ2/EISG/SO/S001,4,Supervise the activity,as per schedule
MUBS/P4/OBJ2/EISG/SO/S001-O69,MUBS/P4/OBJ2/EISG/SO/S001,5,Receive reports from the guards,
MUBS/P4/OBJ2/EISG/SO/S001-O69,MUBS/P4/OBJ2/EISG/SO/S001,6,Debrief to security guards,at the end of the activity
MUBS/P4/OBJ2/EISG/SO/S001-O70,MUBS/P4/OBJ2/EISG/SO/S001,1,Receive emergency call or alarm and record incident details,
MUBS/P4/OBJ2/EISG/SO/S001-O70,MUBS/P4/OBJ2/EISG/SO/S001,2,Triage incident by threat severity level,
MUBS/P4/OBJ2/EISG/SO/S001-O70,MUBS/P4/OBJ2/EISG/SO/S001,3,Locate closest unit and dispatch within 2 minutes,
MUBS/P4/OBJ2/EISG/SO/S001-O70,MUBS/P4/OBJ2/EISG/SO/S001,4,Units arrive on scene within 5 minutes and secure perimeter,
MUBS/P4/OBJ2/EISG/SO/S001-O70,MUBS/P4/OBJ2/EISG/SO/S001,5,"Mitigate threat, apply first aid, and log incident resolution",
MUBS/P4/OBJ2/EISG/SO/S001-O71,MUBS/P4/OBJ2/EISG/SO/S001,1,Receive found item and inspect for immediate hazards or ID,
MUBS/P4/OBJ2/EISG/SO/S001-O71,MUBS/P4/OBJ2/EISG/SO/S001,2,Record item specifications and location found into database,
MUBS/P4/OBJ2/EISG/SO/S001-O71,MUBS/P4/OBJ2/EISG/SO/S001,3,Place high-value property in sealed tamper bags inside the safe,
MUBS/P4/OBJ2/EISG/SO/S001-O71,MUBS/P4/OBJ2/EISG/SO/S001,4,Match claimant details against item attributes to verify ownership,
MUBS/P4/OBJ2/EISG/SO/S001-O71,MUBS/P4/OBJ2/EISG/SO/S001,5,Execute digital sign-off and release item to owner,
MUBS/P4/OBJ2/EISG/SO/S001-O72,MUBS/P4/OBJ2/EISG/SO/S001,1,Inspect Fire Safety Equipment and Infrastructure,
MUBS/P4/OBJ2/EISG/SO/S001-O72,MUBS/P4/OBJ2/EISG/SO/S001,2,Check Emergency Exits and Escape Routes Daily,
MUBS/P4/OBJ2/EISG/SO/S001-O72,MUBS/P4/OBJ2/EISG/SO/S001,3,Identify and Report Fire Safety Risks,
MUBS/P4/OBJ2/EISG/SO/S001-O72,MUBS/P4/OBJ2/EISG/SO/S001,4,Conduct Hazard and Risk Assessments,
MUBS/P4/OBJ2/EISG/SO/S001-O72,MUBS/P4/OBJ2/EISG/SO/S001,5,Coordinate Servicing and Refilling of Fire Equipment,
MUBS/P4/OBJ2/EISG/SO/S001-O72,MUBS/P4/OBJ2/EISG/SO/S001,6,"Test Fire Alarms, Smoke Detectors, and Emergency Lighting Systems",
MUBS/P4/OBJ2/EISG/SO/S001-O72,MUBS/P4/OBJ2/EISG/SO/S001,7,Implement Corrective Actions,
MUBS/P4/OBJ2/EISG/SO/S001-O72,MUBS/P4/OBJ2/EISG/SO/S001,8,Conduct Emergency Evacuation Drills,
MUBS/P4/OBJ2/EISG/SO/S001-O72,MUBS/P4/OBJ2/EISG/SO/S001,9,Evaluate Emergency Preparedness Performance,
MUBS/P4/OBJ2/EISG/SO/S001-O72,MUBS/P4/OBJ2/EISG/SO/S001,10,Document Safety Findings,
MUBS/P4/OBJ2/EISG/SO/S001-O72,MUBS/P4/OBJ2/EISG/SO/S001,11,Compile Quarterly Fire Readiness Reports,
MUBS/P4/OBJ2/EISG/SO/S001-O72,MUBS/P4/OBJ2/EISG/SO/S001,12,Submit Reports and Recommendations to Management,
MUBS/P4/OBJ2/EISG/DRLC/S001-O73,MUBS/P4/OBJ2/EISG/DRLC/S001,1,Conduct needs assessments to identify awareness gaps and plan interventions,Annually
MUBS/P4/OBJ2/EISG/DRLC/S001-O73,MUBS/P4/OBJ2/EISG/DRLC/S001,2,Identify and engage key stakeholders,1 month
MUBS/P4/OBJ2/EISG/DRLC/S001-O73,MUBS/P4/OBJ2/EISG/DRLC/S001,3,"Develop tailored, inclusive content",1 month
MUBS/P4/OBJ2/EISG/DRLC/S001-O73,MUBS/P4/OBJ2/EISG/DRLC/S001,4,Mobilize required resources,2 months
MUBS/P4/OBJ2/EISG/DRLC/S001-O73,MUBS/P4/OBJ2/EISG/DRLC/S001,5,Implement awareness activities,1 week
MUBS/P4/OBJ2/EISG/DRLC/S001-O73,MUBS/P4/OBJ2/EISG/DRLC/S001,6,"Conduct monitoring, evaluation, and submit reports to management",1 week
MUBS/P3/OBJ3/R&I/HS/S003-O74,MUBS/P3/OBJ3/R&I/HS/S003,1,Develop the campaign programme for the semester within 1 week,
MUBS/P3/OBJ3/R&I/HS/S003-O74,MUBS/P3/OBJ3/R&I/HS/S003,2,Identify and confirm facilitators from the industry within 2 weeks,
MUBS/P3/OBJ3/R&I/HS/S003-O74,MUBS/P3/OBJ3/R&I/HS/S003,3,Schedule dates for the campaign activities within 1 week,
MUBS/P3/OBJ3/R&I/HS/S003-O74,MUBS/P3/OBJ3/R&I/HS/S003,4,Submit the programme to management for approval within 1 week,
MUBS/P3/OBJ3/R&I/HS/S003-O74,MUBS/P3/OBJ3/R&I/HS/S003,5,Initiate request for funds to support the campaign activities within 1 day,
MUBS/P3/OBJ3/R&I/HS/S003-O74,MUBS/P3/OBJ3/R&I/HS/S003,6,Create awareness about the upcoming campaign within 1 week,
MUBS/P3/OBJ3/R&I/HS/S003-O74,MUBS/P3/OBJ3/R&I/HS/S003,7,Implement all planned campaign activities within 1 week,
MUBS/P3/OBJ3/R&I/HS/S003-O74,MUBS/P3/OBJ3/R&I/HS/S003,8,"Ensure accessibility of campaign information through flyers, email, social media, and the website and is a continuous exercise",
MUBS/P3/OBJ3/R&I/HS/S003-O74,MUBS/P3/OBJ3/R&I/HS/S003,9,the same process can be followed (or handled case by case) for other health outbreaks,
MUBS/P6/OBJ3/PCI/SL/S001-O77,MUBS/P6/OBJ3/PCI/SL/S001,1,"Receive files containing dissertations, Thesis, datasets and faculty publications from the faculties",
MUBS/P6/OBJ3/PCI/SL/S001-O77,MUBS/P6/OBJ3/PCI/SL/S001,2,Verify for standard format,
MUBS/P6/OBJ3/PCI/SL/S001-O77,MUBS/P6/OBJ3/PCI/SL/S001,3,Conduct plagiarism checks and compliance with research and Ethics policy,
MUBS/P6/OBJ3/PCI/SL/S001-O77,MUBS/P6/OBJ3/PCI/SL/S001,4,Extract the information and save Meta data entry in the system,
MUBS/P6/OBJ3/PCI/SL/S001-O77,MUBS/P6/OBJ3/PCI/SL/S001,5,Upload the document,
MUBS/P6/OBJ3/PCI/SL/S001-O77,MUBS/P6/OBJ3/PCI/SL/S001,6,Review of workflow to confirm to the meta data standard,
MUBS/P6/OBJ3/PCI/SL/S001-O77,MUBS/P6/OBJ3/PCI/SL/S001,7,Approval and then the work is archived onto the repository,
MUBS/P6/OBJ3/PCI/SL/S001-O78,MUBS/P6/OBJ3/PCI/SL/S001,1,"Conduct user needs assessment with faculties, depts, & students",4 weeks
MUBS/P6/OBJ3/PCI/SL/S001-O78,MUBS/P6/OBJ3/PCI/SL/S001,2,"Compile, evaluate & select resources in collaboration with faculties and depts within 2 weeks",
MUBS/P6/OBJ3/PCI/SL/S001-O78,MUBS/P6/OBJ3/PCI/SL/S001,3,Submit list of procurable resources for approvals and procurement,1 week
MUBS/P6/OBJ3/PCI/SL/S001-O78,MUBS/P6/OBJ3/PCI/SL/S001,4,Process resources upon receipt,3 weeks
MUBS/P6/OBJ3/PCI/SL/S001-O78,MUBS/P6/OBJ3/PCI/SL/S001,5,Communicate to relevant offices about new arrivals,within 1 week
MUBS/P6/OBJ3/PCI/SL/S001-O78,MUBS/P6/OBJ3/PCI/SL/S001,6,Sensitise community about the existing services,3weeks at the beginning of the academic year and library week
MUBS/P6/OBJ3/PCI/SL/S001-O78,MUBS/P6/OBJ3/PCI/SL/S001,7,Provide access to resources,continuous
MUBS/P6/OBJ3/PCI/SL/S001-O78,MUBS/P6/OBJ3/PCI/SL/S001,8,Confirm registration of users,5 minutes and continuous
MUBS/P6/OBJ3/PCI/SL/S001-O78,MUBS/P6/OBJ3/PCI/SL/S001,9,Charge & discharge resources,5 minutes
MUBS/P6/OBJ3/PCI/SL/S001-O78,MUBS/P6/OBJ3/PCI/SL/S001,10,Renewal and return of physical resources,2 working days for reserve and 7 days for open section
MUBS/P6/OBJ3/PCI/SL/S001-O78,MUBS/P6/OBJ3/PCI/SL/S001,11,Enforce Penalties and fines for defaulters,instant on deadline
MUBS/P6/OBJ3/PCI/FGSR/S002-O79,MUBS/P6/OBJ3/PCI/FGSR/S002,1,Share funding calls via intranet and email,
MUBS/P6/OBJ3/PCI/FGSR/S002-O79,MUBS/P6/OBJ3/PCI/FGSR/S002,2,Provide technical proposal support,
MUBS/P6/OBJ3/PCI/FGSR/S002-O79,MUBS/P6/OBJ3/PCI/FGSR/S002,3,Conduct comprehensive budget review,
MUBS/P6/OBJ3/PCI/FGSR/S002-O79,MUBS/P6/OBJ3/PCI/FGSR/S002,4,Submit final proposal package,
MUBS/P6/OBJ3/PCI/FGSR/S002-O80,MUBS/P6/OBJ3/PCI/FGSR/S002,1,Receive and register applications,
MUBS/P6/OBJ3/PCI/FGSR/S002-O80,MUBS/P6/OBJ3/PCI/FGSR/S002,2,Administrative screening,
MUBS/P6/OBJ3/PCI/FGSR/S002-O80,MUBS/P6/OBJ3/PCI/FGSR/S002,3,Distribute protocols to reviewers,
MUBS/P6/OBJ3/PCI/FGSR/S002-O80,MUBS/P6/OBJ3/PCI/FGSR/S002,4,Convene IRB meetings,
MUBS/P6/OBJ3/PCI/FGSR/S002-O80,MUBS/P6/OBJ3/PCI/FGSR/S002,5,Issue decisions and certificates,
MUBS/P6/OBJ3/PCI/PRO/S001-O81,MUBS/P6/OBJ3/PCI/PRO/S001,1,Receive information to communicate from the user unit,Day 0
MUBS/P6/OBJ3/PCI/PRO/S001-O81,MUBS/P6/OBJ3/PCI/PRO/S001,2,Conduct daily information verification and factual audit,Day 0–1
MUBS/P6/OBJ3/PCI/PRO/S001-O81,MUBS/P6/OBJ3/PCI/PRO/S001,3,"Select target-appropriate communication channels e.g., corporate email, print newspapers, or social media",Day 1–2
MUBS/P6/OBJ3/PCI/PRO/S001-O81,MUBS/P6/OBJ3/PCI/PRO/S001,4,Execute actual communication and message dissemination,Day 1–3
MUBS/P6/OBJ3/PCI/PRO/S001-O81,MUBS/P6/OBJ3/PCI/PRO/S001,5,Capture and log stakeholder feedback as per the designated communication terms,
MUBS/P6/OBJ3/PCI/PRO/S001-O82,MUBS/P6/OBJ3/PCI/PRO/S001,1,Extract programme data from the Office of the School Registrar Makerere (for postgraduate/undergraduate) and MUBS Registrar (for diplomas/certificates),1–2 days
MUBS/P6/OBJ3/PCI/PRO/S001-O82,MUBS/P6/OBJ3/PCI/PRO/S001,2,Submit comprehensive marketing request to the Principal for executive approval,3–4 days
MUBS/P6/OBJ3/PCI/PRO/S001-O82,MUBS/P6/OBJ3/PCI/PRO/S001,3,Transmit designed artwork to selected print and digital media vendors,1 day
MUBS/P6/OBJ3/PCI/PRO/S001-O82,MUBS/P6/OBJ3/PCI/PRO/S001,4,Review proofing artwork sent back by print media houses to the PRO,1 day
MUBS/P6/OBJ3/PCI/PRO/S001-O82,MUBS/P6/OBJ3/PCI/PRO/S001,5,"Study, audit, and issue final PRO approval for the artwork",2 days
MUBS/P6/OBJ3/PCI/PRO/S001-O82,MUBS/P6/OBJ3/PCI/PRO/S001,6,Run finalized artwork across selected print and digital media channels,1 day
MUBS/P6/OBJ3/PCI/PRO/S001-O82,MUBS/P6/OBJ3/PCI/PRO/S001,7,Compile and submit the final service performance report to the PDU,1 day
MUBS/P6/OBJ3/PCI/PRO/S001-O83,MUBS/P6/OBJ3/PCI/PRO/S001,1,"Identify, log, and classify the operational or reputational crisis",Minute 0
MUBS/P6/OBJ3/PCI/PRO/S001-O83,MUBS/P6/OBJ3/PCI/PRO/S001,2,Convene the core Institutional Crisis Response Team,Within 30 minutes
